Day_of_Week,Weekend_Day,Month,Season,PM2.5 µg/m³,Over_PM25_Limit,NO µg/m³,NO2 µg/m³,CO mg/m³,O µg/m³,Mean_Temperature_°C,Humidity_Level_%,Mean_Windspeed_km/h,ATM_Pressure,ATM_Phenom_Fog,ATM_Phenom_Snow,ATM_Phenom_Rain,ATM_Phenom_Sultriness
4,0,9,4,22.0,0,89.6,55.6,0.9,32.8,20.0,78.0,9.0,1014.0,0,0,1,0
5,1,9,4,10.0,0,52.3,40.0,0.8,43.9,20.0,72.0,7.0,1011.0,0,0,1,0
6,1,9,4,8.0,0,47.9,38.6,0.7,47.9,19.0,70.0,6.0,1010.0,0,0,0,0
0,0,9,4,5.0,0,111.1,67.8,1.0,22.5,21.0,59.0,5.0,1009.0,0,0,0,0
1,0,9,4,6.0,0,107.7,71.1,0.9,38.8,20.0,53.0,6.0,1011.0,0,0,0,0
2,0,9,4,11.0,0,100.4,63.9,0.9,37.1,19.0,71.0,11.0,1015.0,0,0,1,0
3,0,9,4,17.0,0,94.9,62.5,0.9,36.8,19.0,64.0,7.0,1020.0,0,0,0,0
4,0,9,4,24.0,0,105.2,73.1,1.0,32.1,18.0,67.0,4.0,1024.0,1,0,0,0
5,1,9,4,18.0,0,104.1,72.0,1.0,47.0,19.0,57.0,6.0,1025.0,0,0,0,0
6,1,9,4,20.0,0,96.9,74.4,1.3,42.8,18.0,63.0,5.0,1021.0,1,0,0,0
0,0,9,4,28.0,1,104.0,76.4,1.1,47.3,19.0,64.0,6.0,1020.0,1,0,0,0
1,0,9,4,28.0,1,106.7,76.6,1.1,34.6,19.0,62.0,6.0,1023.0,1,0,0,0
2,0,9,4,31.0,1,105.1,74.4,1.2,34.6,19.0,64.0,4.0,1028.0,1,0,0,0
3,0,9,4,40.0,1,87.0,66.6,1.1,52.5,20.0,64.0,7.0,1025.0,1,0,0,0
4,0,9,4,18.0,0,71.3,54.9,1.0,51.9,20.0,61.0,8.0,1020.0,0,0,0,0
5,1,10,4,13.0,0,82.9,58.5,1.0,40.6,19.0,66.0,7.0,1016.0,0,0,1,0
6,1,10,4,20.0,0,52.9,42.2,1.0,40.7,19.0,75.0,6.0,1013.0,0,0,0,0
0,0,10,4,10.0,0,104.7,64.2,1.2,25.2,19.0,59.0,7.0,1018.0,1,0,0,0
1,0,10,4,9.0,0,83.9,57.7,1.1,29.4,17.0,57.0,7.0,1021.0,0,0,0,0
2,0,10,4,16.0,0,119.2,65.1,1.2,26.9,15.0,65.0,14.0,1018.0,0,0,1,0
3,0,10,4,12.0,0,76.5,47.3,1.0,37.8,14.0,58.0,8.0,1016.0,0,0,0,0
4,0,10,4,25.0,1,102.8,65.3,1.2,21.7,14.0,63.0,5.0,1014.0,0,0,0,0
5,1,10,4,26.0,1,93.6,58.0,1.1,24.4,14.0,66.0,6.0,1016.0,0,0,0,0
6,1,10,4,10.0,0,55.9,35.1,1.0,28.9,14.0,65.0,11.0,1019.0,1,0,0,0
0,0,10,4,7.0,0,83.3,50.6,1.1,30.9,12.0,72.0,9.0,1018.0,0,0,1,0
1,0,10,4,10.0,0,104.6,60.5,1.2,16.6,12.0,68.0,8.0,1013.0,0,0,1,0
2,0,10,4,24.0,0,159.3,68.4,1.5,12.5,10.0,71.0,4.0,1014.0,1,0,0,0
3,0,10,4,21.0,0,138.8,70.4,1.3,7.8,10.0,78.0,7.0,1018.0,0,0,1,0
4,0,10,4,6.0,0,125.1,59.8,1.3,9.7,10.0,96.0,7.0,1014.0,0,0,1,0
5,1,10,4,14.0,0,107.5,46.7,1.4,6.1,12.0,97.0,5.0,1015.0,0,0,1,1
6,1,10,4,13.0,0,83.7,47.1,1.4,12.6,15.0,86.0,5.0,1022.0,1,0,0,0
0,0,10,4,32.0,1,197.0,69.7,2.0,6.2,14.0,92.0,3.0,1024.0,1,0,1,1
1,0,10,4,34.0,1,154.3,61.5,1.8,12.1,14.0,90.0,4.0,1021.0,1,0,0,1
2,0,10,4,33.0,1,141.2,63.2,1.6,7.3,13.0,95.0,4.0,1017.0,1,0,1,1
3,0,10,4,19.0,0,115.0,54.5,1.4,14.0,13.0,89.0,9.0,1012.0,1,0,0,0
4,0,10,4,16.0,0,93.2,56.4,1.3,18.6,12.0,77.0,6.0,1013.0,1,0,0,0
5,1,10,4,28.0,1,103.5,57.4,1.3,16.1,11.0,82.0,6.0,1016.0,1,0,0,0
6,1,10,4,26.0,1,72.2,49.8,1.2,17.3,11.0,89.0,4.0,1018.0,0,0,1,0
0,0,10,4,22.0,0,142.5,55.1,1.5,7.6,12.0,97.0,4.0,1023.0,0,0,1,1
1,0,10,4,18.0,0,126.6,46.3,1.6,4.9,13.0,99.0,4.0,1023.0,1,0,1,1
2,0,10,4,20.0,0,133.0,48.8,1.6,5.2,15.0,95.0,5.0,1022.0,0,0,1,1
3,0,10,4,14.0,0,100.2,50.8,1.5,10.8,16.0,80.0,6.0,1027.0,1,0,1,0
4,0,10,4,24.0,0,132.4,65.0,1.6,13.0,14.0,76.0,5.0,1031.0,0,0,0,0
5,1,10,4,38.0,1,135.3,55.8,1.6,13.7,11.0,87.0,5.0,1027.0,1,0,0,0
6,1,10,4,41.0,1,133.5,65.4,1.6,8.4,10.0,98.0,5.0,1025.0,1,0,0,1
0,0,10,4,37.0,1,116.0,62.5,1.6,11.9,11.0,94.0,4.0,1027.0,1,0,0,1
1,0,11,4,35.0,1,74.0,48.5,1.4,19.9,11.0,90.0,8.0,1024.0,1,0,0,0
2,0,11,4,40.0,1,111.6,57.5,1.7,13.6,13.0,84.0,6.0,1016.0,1,0,0,0
3,0,11,4,43.0,1,157.2,63.4,1.5,9.1,11.0,88.0,7.0,1016.0,1,0,0,0
4,0,11,4,20.0,0,105.1,55.4,0.8,16.4,12.0,67.0,5.0,1020.0,0,0,0,0
5,1,11,4,26.0,1,93.9,53.0,0.8,8.6,10.0,97.0,5.0,1010.0,0,0,1,1
6,1,11,4,19.0,0,93.7,46.4,0.9,5.4,10.0,97.0,9.0,997.0,0,0,1,0
0,0,11,4,14.0,0,173.6,72.6,1.1,10.6,8.0,74.0,6.0,1003.0,0,0,0,0
1,0,11,4,21.0,0,154.4,73.0,1.0,8.9,7.0,78.0,6.0,1006.0,0,0,0,0
2,0,11,4,32.0,1,185.2,74.7,1.1,7.2,5.0,88.0,5.0,1009.0,1,0,1,0
3,0,11,4,50.0,1,196.1,81.3,1.2,7.4,6.0,82.0,6.0,1011.0,1,0,0,0
4,0,11,4,49.0,1,137.3,65.8,1.0,10.2,8.0,71.0,9.0,1011.0,0,0,1,0
5,1,11,4,31.0,1,235.7,78.2,1.2,11.4,5.0,79.0,5.0,1016.0,1,0,0,0
6,1,11,4,27.0,1,157.5,63.3,1.1,9.4,7.0,72.0,8.0,1021.0,0,0,1,0
0,0,11,4,22.0,0,104.4,54.2,0.9,10.2,7.0,76.0,7.0,1028.0,0,0,1,0
1,0,11,4,31.0,1,163.7,70.1,1.0,7.7,5.0,78.0,6.0,1031.0,0,0,0,0
2,0,11,4,61.0,1,224.0,79.6,1.3,6.0,5.0,86.0,4.0,1025.0,1,0,0,0
3,0,11,4,95.0,1,241.3,80.0,1.4,5.6,6.0,90.0,4.0,1021.0,0,0,0,1
4,0,11,4,59.0,1,221.3,80.4,1.4,5.6,8.0,95.0,5.0,1018.0,1,0,1,1
5,1,11,4,47.0,1,201.3,69.5,1.3,5.1,8.0,98.0,5.0,1012.0,1,0,1,1
6,1,11,4,32.0,1,162.4,58.0,1.3,5.2,8.0,99.0,6.0,1017.0,1,0,1,0
0,0,11,4,20.0,0,189.9,51.4,1.4,4.9,9.0,100.0,5.0,1017.0,1,0,1,1
1,0,11,4,13.0,0,234.4,59.0,1.4,4.9,11.0,100.0,3.0,1018.0,0,0,1,1
2,0,11,4,31.0,1,161.1,59.4,1.1,5.0,13.0,98.0,8.0,1021.0,1,0,1,0
3,0,11,4,20.0,0,122.1,58.3,0.8,6.3,13.0,95.0,11.0,1018.0,0,0,1,0
4,0,11,4,12.0,0,122.4,61.4,0.7,9.7,13.0,96.0,10.0,1015.0,0,0,1,0
5,1,11,4,9.0,0,93.0,56.8,0.7,15.6,12.0,93.0,7.0,1016.0,1,0,1,0
6,1,11,4,31.0,1,157.5,59.0,1.1,6.2,8.0,98.0,7.0,1013.0,1,0,0,0
0,0,11,4,22.0,0,140.5,53.4,0.9,10.1,9.0,90.0,11.0,1015.0,1,0,0,0
1,0,11,4,7.0,0,87.9,49.1,0.6,26.8,5.0,51.0,8.0,1030.0,0,0,0,0
2,0,11,4,23.0,0,158.0,65.9,0.9,9.0,3.0,75.0,7.0,1031.0,0,0,0,0
3,0,12,1,24.0,0,190.1,78.0,1.0,7.8,5.0,72.0,6.0,1022.0,0,0,0,0
4,0,12,1,27.0,1,113.1,63.8,0.8,13.0,10.0,69.0,12.0,1014.0,0,0,0,0
5,1,12,1,50.0,1,118.3,61.5,0.8,6.8,7.0,80.0,5.0,1021.0,0,0,0,0
6,1,12,1,49.0,1,136.1,64.4,1.0,6.4,8.0,82.0,5.0,1026.0,0,0,1,0
0,0,12,1,74.0,1,279.9,81.9,1.5,5.9,6.0,99.0,5.0,1028.0,1,0,0,1
1,0,12,1,75.0,1,350.9,91.8,1.8,6.2,6.0,94.0,4.0,1029.0,1,0,0,1
2,0,12,1,67.0,1,291.8,90.8,1.4,7.1,2.0,98.0,3.0,1035.0,1,0,0,1
3,0,12,1,74.0,1,339.5,89.7,1.9,7.1,1.0,97.0,5.0,1036.0,1,0,0,1
6,1,12,1,78.0,1,255.0,70.7,1.6,6.3,3.0,98.0,6.0,1021.0,1,0,0,0
0,0,12,1,66.0,1,234.6,73.0,1.5,6.5,3.0,98.0,4.0,1021.0,1,0,0,1
1,0,12,1,47.0,1,305.8,91.8,1.5,6.4,3.0,98.0,4.0,1028.0,1,0,0,1
2,0,12,1,52.0,1,232.8,79.1,1.4,6.0,2.0,100.0,6.0,1027.0,1,0,0,0
3,0,12,1,65.0,1,339.7,98.3,1.6,6.4,2.0,98.0,3.0,1028.0,1,0,0,1
4,0,12,1,56.0,1,301.1,91.0,1.5,6.3,3.0,97.0,4.0,1032.0,1,0,0,1
6,1,12,1,49.0,1,210.5,66.2,1.5,6.3,-1.0,100.0,6.0,1033.0,1,0,0,0
0,0,12,1,46.0,1,246.9,77.4,1.5,8.6,1.0,97.0,5.0,1030.0,1,0,1,1
1,0,12,1,35.0,1,237.7,82.1,1.4,13.7,6.0,93.0,6.0,1027.0,0,0,1,0
2,0,12,1,30.0,1,182.3,68.5,1.4,11.0,7.0,96.0,7.0,1029.0,1,0,1,0
3,0,12,1,27.0,1,326.2,79.4,1.9,10.8,4.0,100.0,4.0,1030.0,1,0,0,1
5,1,12,1,45.0,1,256.3,74.1,1.7,16.1,3.0,93.0,5.0,1028.0,1,0,0,1
6,1,12,1,72.0,1,304.3,90.6,2.0,24.2,3.0,92.0,4.0,1025.0,1,0,0,1
0,0,12,1,70.0,1,275.7,90.6,2.0,22.7,6.0,88.0,5.0,1027.0,1,0,0,0
1,0,12,1,13.0,0,188.3,81.7,1.3,18.2,11.0,46.0,11.0,1030.0,1,0,0,0
2,0,12,1,29.0,1,157.4,75.8,1.2,14.8,5.0,62.0,7.0,1033.0,0,0,0,0
3,0,12,1,22.0,0,111.1,59.6,1.0,18.1,5.0,71.0,10.0,1037.0,0,0,0,0
4,0,12,1,51.0,1,160.8,74.0,1.3,19.9,2.0,88.0,4.0,1038.0,1,0,0,0
5,1,12,1,65.0,1,191.5,70.2,1.6,21.8,1.0,91.0,4.0,1032.0,1,0,0,1
6,1,1,1,139.0,1,277.7,80.2,2.1,12.5,-1.0,94.0,4.0,1025.0,1,0,0,1
0,0,1,1,56.0,1,256.6,79.4,1.8,14.6,2.0,85.0,4.0,1019.0,1,0,0,0
1,0,1,1,58.0,1,205.5,77.6,1.6,30.1,3.0,86.0,6.0,1021.0,1,0,0,0
4,0,1,1,10.0,0,76.1,49.2,1.0,35.6,1.0,31.0,9.0,1027.0,0,0,0,0
5,1,1,1,27.0,1,105.1,65.4,1.1,25.5,-2.0,52.0,5.0,1029.0,0,0,0,0
6,1,1,1,16.0,0,88.0,58.4,1.1,30.1,-2.0,61.0,5.0,1025.0,0,0,0,0
0,0,1,1,63.0,1,161.2,74.8,1.5,23.1,-1.0,69.0,5.0,1022.0,0,0,0,0
1,0,1,1,45.0,1,136.7,68.8,1.4,18.8,0.0,72.0,7.0,1015.0,0,1,0,0
2,0,1,1,32.0,1,123.8,60.4,1.3,17.7,0.0,60.0,8.0,1019.0,0,0,0,0
3,0,1,1,51.0,1,141.5,59.6,1.5,9.1,0.0,76.0,10.0,1017.0,0,0,1,0
4,0,1,1,29.0,1,107.6,60.4,1.1,13.3,2.0,72.0,12.0,1003.0,0,0,1,0
5,1,1,1,7.0,0,129.0,70.4,0.7,15.6,4.0,45.0,10.0,1009.0,0,0,0,0
6,1,1,1,25.0,1,117.6,66.6,0.7,18.5,3.0,50.0,6.0,1016.0,0,0,0,0
0,0,1,1,17.0,0,180.7,83.0,0.9,11.4,0.0,46.0,5.0,1016.0,0,0,0,0
1,0,1,1,18.0,0,191.0,82.6,0.9,10.7,2.0,44.0,4.0,1019.0,0,0,0,0
2,0,1,1,34.0,1,212.2,88.5,1.1,12.9,1.0,54.0,4.0,1025.0,0,0,0,0
3,0,1,1,39.0,1,239.3,92.2,1.2,13.6,2.0,61.0,4.0,1030.0,0,0,0,0
4,0,1,1,55.0,1,307.4,105.1,1.4,12.7,1.0,68.0,3.0,1032.0,0,0,0,0
5,1,1,1,71.0,1,256.0,98.5,1.3,14.7,1.0,71.0,3.0,1031.0,0,0,0,0
6,1,1,1,51.0,1,221.5,90.6,1.3,18.7,2.0,67.0,5.0,1028.0,0,0,0,0
0,0,1,1,42.0,1,265.3,102.6,1.4,10.7,3.0,61.0,5.0,1023.0,0,0,0,0
1,0,1,1,53.0,1,383.2,120.5,1.9,14.2,3.0,68.0,5.0,1018.0,0,0,0,0
2,0,1,1,38.0,1,188.5,91.9,1.3,14.6,3.0,57.0,6.0,1023.0,0,0,0,0
4,0,1,1,51.0,1,141.7,74.7,1.2,13.5,2.0,67.0,4.0,1029.0,0,0,0,0
5,1,1,1,81.0,1,171.9,80.5,1.2,4.0,2.0,75.0,4.0,1026.0,0,0,0,0
6,1,1,1,119.0,1,192.8,84.7,1.5,3.7,1.0,88.0,2.0,1025.0,1,0,0,0
0,0,1,1,159.0,1,210.3,86.5,1.7,1.5,3.0,82.0,3.0,1023.0,0,0,0,0
2,0,2,1,132.0,1,242.3,83.9,1.9,1.2,5.0,99.0,3.0,1020.0,1,0,1,1
3,0,2,1,85.0,1,316.5,90.1,2.1,1.3,5.0,100.0,4.0,1021.0,1,0,1,1
4,0,2,1,42.0,1,197.0,67.7,1.6,1.0,6.0,99.0,6.0,1013.0,1,0,1,0
5,1,2,1,31.0,1,173.3,72.8,1.6,1.0,6.0,99.0,7.0,1009.0,0,0,1,0
6,1,2,1,29.0,1,110.5,59.8,1.3,1.9,4.0,99.0,7.0,1005.0,1,0,1,0
0,0,2,1,35.0,1,193.0,68.2,1.6,2.3,6.0,97.0,7.0,1004.0,0,0,1,0
1,0,2,1,30.0,1,205.1,73.9,1.5,3.6,8.0,87.0,7.0,1014.0,1,0,0,0
2,0,2,1,27.0,1,129.3,61.7,1.3,2.8,6.0,85.0,9.0,1017.0,1,0,0,0
3,0,2,1,21.0,0,83.3,49.7,1.1,17.1,6.0,64.0,7.0,1022.0,0,0,0,0
4,0,2,1,30.0,1,121.8,62.6,1.3,5.4,4.0,82.0,8.0,1022.0,0,0,1,0
5,1,2,1,43.0,1,142.4,65.3,1.5,1.3,5.0,91.0,2.0,1024.0,0,0,1,1
6,1,2,1,44.0,1,131.2,58.3,1.6,1.1,6.0,94.0,5.0,1027.0,0,0,1,1
0,0,2,1,46.0,1,126.0,52.9,1.5,1.8,6.0,94.0,7.0,1029.0,1,0,0,0
1,0,2,1,35.0,1,105.6,59.8,1.4,11.0,8.0,69.0,7.0,1033.0,0,0,0,0
2,0,2,1,49.0,1,178.4,72.0,1.8,7.3,6.0,85.0,5.0,1035.0,1,0,0,0
3,0,2,1,31.0,1,242.3,88.0,2.0,6.4,8.0,76.0,3.0,1030.0,1,0,0,0
4,0,2,1,28.0,1,137.6,70.4,1.3,15.9,9.0,82.0,6.0,1023.0,1,0,0,0
6,1,2,1,62.0,1,98.8,61.2,0.7,9.3,6.0,90.0,5.0,1024.0,1,0,0,1
0,0,2,1,54.0,1,126.9,62.3,0.9,2.4,5.0,96.0,5.0,1023.0,1,0,0,1
1,0,2,1,47.0,1,132.4,66.8,1.1,10.8,8.0,84.0,7.0,1019.0,1,0,0,0
6,1,3,2,8.0,0,51.7,38.8,0.7,33.8,10.0,70.0,6.0,1007.0,0,0,0,0
0,0,3,2,20.0,0,116.9,67.6,1.0,13.1,9.0,77.0,7.0,1004.0,0,0,1,0
1,0,3,2,6.0,0,86.9,55.0,1.1,40.4,12.0,31.0,19.0,1008.0,0,0,0,0
2,0,3,2,9.0,0,126.1,71.4,1.5,37.0,10.0,34.0,6.0,1020.0,0,0,0,0
3,0,3,2,16.0,0,226.1,101.3,2.1,24.9,11.0,48.0,6.0,1018.0,0,0,0,0
4,0,3,2,79.0,1,122.6,78.2,0.9,48.1,14.0,63.0,8.0,1017.0,0,0,0,0
5,1,3,2,20.0,0,43.6,32.1,0.6,71.9,15.0,62.0,13.0,1010.0,0,0,0,0
6,1,3,2,28.0,1,39.6,31.4,0.7,56.8,15.0,67.0,11.0,1010.0,0,0,0,0
0,0,3,2,60.0,1,67.1,48.5,1.0,49.8,14.0,72.0,5.0,1013.0,0,0,0,0
1,0,3,2,69.0,1,81.4,54.2,1.1,26.8,14.0,77.0,7.0,1011.0,0,0,0,0
2,0,3,2,45.0,1,59.9,38.2,1.0,30.4,13.0,87.0,13.0,1011.0,0,0,1,0
3,0,3,2,36.0,1,69.9,44.2,1.0,26.0,13.0,93.0,12.0,1016.0,0,0,1,0
4,0,3,2,20.0,0,109.7,59.3,1.2,16.1,13.0,86.0,5.0,1023.0,0,0,1,0
5,1,3,2,44.0,1,71.2,42.5,1.1,31.8,14.0,84.0,9.0,1020.0,1,0,1,0
6,1,3,2,19.0,0,35.2,29.1,0.9,68.3,12.0,81.0,9.0,1018.0,0,0,1,0
0,0,3,2,21.0,0,62.3,43.0,1.0,49.6,11.0,59.0,8.0,1025.0,0,0,0,0
1,0,3,2,28.0,1,123.7,70.6,1.3,32.6,12.0,62.0,4.0,1024.0,1,0,0,0
2,0,3,2,25.0,1,164.4,86.5,1.5,26.8,15.0,57.0,4.0,1023.0,0,0,0,0
3,0,3,2,26.0,1,152.0,84.5,1.5,33.0,16.0,57.0,3.0,1024.0,0,0,0,0
4,0,3,2,34.0,1,102.3,70.9,1.1,43.2,17.0,56.0,4.0,1022.0,0,0,0,0
5,1,4,2,21.0,0,59.6,45.6,0.6,69.7,16.0,52.0,8.0,1015.0,0,0,1,0
6,1,4,2,30.0,1,43.7,36.5,0.8,61.9,14.0,73.0,7.0,1015.0,0,0,1,0
0,0,4,2,21.0,0,77.7,53.6,1.0,49.1,17.0,58.0,7.0,1018.0,1,0,0,0
1,0,4,2,23.0,0,107.9,68.4,1.1,43.1,16.0,53.0,5.0,1015.0,0,0,0,0
2,0,4,2,16.0,0,58.2,41.8,0.9,63.7,14.0,76.0,9.0,1018.0,0,0,1,0
3,0,4,2,17.0,0,82.9,55.1,1.0,42.4,15.0,58.0,9.0,1015.0,0,0,0,0
4,0,4,2,27.0,1,66.3,47.4,1.0,44.5,14.0,65.0,7.0,1018.0,0,0,0,0
5,1,4,2,31.0,1,71.7,53.5,1.0,45.8,15.0,64.0,5.0,1021.0,1,0,0,0
6,1,4,2,31.0,1,57.4,47.3,1.0,66.7,16.0,63.0,6.0,1023.0,1,0,0,0
0,0,4,2,26.0,1,67.0,50.3,1.1,63.3,19.0,55.0,5.0,1020.0,0,0,0,0
1,0,4,2,23.0,0,56.7,44.6,1.0,70.2,18.0,56.0,6.0,1016.0,0,0,0,0
2,0,4,2,21.0,0,54.8,39.3,1.0,60.9,18.0,58.0,9.0,1018.0,0,0,0,0
3,0,4,2,17.0,0,40.8,32.5,0.9,73.2,19.0,55.0,12.0,1011.0,0,0,0,0
4,0,4,2,18.0,0,48.6,36.6,0.9,77.2,17.0,60.0,7.0,1012.0,0,0,0,0
5,1,4,2,18.0,0,33.2,27.6,0.9,81.4,18.0,59.0,7.0,1012.0,0,0,1,0
6,1,4,2,11.0,0,30.5,25.1,0.8,66.9,18.0,53.0,9.0,1012.0,1,0,0,0
0,0,4,2,12.0,0,26.4,21.1,0.8,74.2,15.0,52.0,10.0,1014.0,0,0,0,0
1,0,4,2,13.0,0,59.2,39.8,0.9,61.7,12.0,46.0,17.0,1012.0,0,0,0,0
3,0,4,2,7.0,0,68.9,47.0,0.9,60.6,11.0,26.0,9.0,1023.0,0,0,0,0
4,0,4,2,17.0,0,62.2,45.4,0.9,66.1,12.0,29.0,8.0,1027.0,0,0,0,0
5,1,4,2,18.0,0,52.6,42.2,0.9,84.3,14.0,45.0,9.0,1020.0,0,0,0,0
6,1,4,2,12.0,0,27.6,23.6,0.9,91.0,16.0,60.0,8.0,1016.0,1,0,0,0
0,0,4,2,16.0,0,43.9,33.0,1.0,76.4,15.0,64.0,9.0,1018.0,0,0,0,0
1,0,4,2,23.0,0,40.4,32.2,0.9,65.4,16.0,68.0,8.0,1012.0,0,0,1,0
2,0,4,2,13.0,0,76.9,49.8,1.0,40.4,12.0,90.0,12.0,1007.0,0,0,1,0
3,0,4,2,15.0,0,84.2,50.2,1.1,28.8,13.0,94.0,5.0,1006.0,0,0,1,1
4,0,4,2,9.0,0,62.3,39.4,1.0,54.0,12.0,62.0,12.0,1005.0,0,0,1,0
5,1,4,2,17.0,0,62.7,45.8,0.8,60.9,13.0,44.0,6.0,1015.0,0,0,0,0
6,1,4,2,15.0,0,43.1,34.4,0.8,83.2,14.0,48.0,8.0,1015.0,0,0,0,0
0,0,5,2,16.0,0,42.8,34.5,0.9,67.7,11.0,74.0,11.0,1012.0,0,0,1,0
1,0,5,2,11.0,0,74.4,45.4,1.0,45.6,12.0,75.0,8.0,1016.0,1,0,1,0
2,0,5,2,9.0,0,74.4,47.5,1.0,46.2,12.0,83.0,6.0,1018.0,0,0,1,0
3,0,5,2,11.0,0,61.9,46.7,1.0,48.6,13.0,83.0,4.0,1016.0,0,0,1,0
4,0,5,2,20.0,0,81.2,56.4,1.1,38.7,15.0,71.0,7.0,1016.0,1,0,0,0
5,1,5,2,22.0,0,80.3,56.4,1.0,40.5,14.0,78.0,8.0,1014.0,0,0,1,0
6,1,5,2,17.0,0,53.8,39.8,1.0,37.8,13.0,86.0,6.0,1011.0,0,0,1,0
0,0,5,2,7.0,0,93.2,53.8,1.2,34.1,16.0,70.0,6.0,1010.0,1,0,1,0
1,0,5,2,7.0,0,57.9,41.2,1.0,59.7,17.0,64.0,10.0,1009.0,0,0,1,0
2,0,5,2,14.0,0,59.4,37.9,1.0,58.0,15.0,70.0,11.0,1011.0,0,0,0,0
3,0,5,2,17.0,0,68.5,44.2,1.0,48.0,15.0,77.0,12.0,1008.0,0,0,1,0
4,0,5,2,14.0,0,58.6,40.4,1.0,37.4,17.0,81.0,6.0,1007.0,0,0,1,0
5,1,5,2,11.0,0,41.7,30.6,0.9,58.9,19.0,66.0,9.0,1012.0,0,0,0,0
6,1,5,2,14.0,0,26.4,21.4,0.8,64.1,20.0,64.0,8.0,1019.0,0,0,0,0
0,0,5,2,4.0,0,51.8,35.1,0.9,58.5,21.0,59.0,7.0,1024.0,0,0,0,0
1,0,5,2,8.0,0,56.5,41.5,0.9,62.1,21.0,52.0,7.0,1026.0,0,0,0,0
2,0,5,2,13.0,0,62.0,47.3,0.9,70.9,23.0,48.0,8.0,1021.0,0,0,0,0
3,0,5,2,11.0,0,58.4,43.0,0.9,70.2,23.0,48.0,11.0,1016.0,0,0,0,0
4,0,5,2,16.0,0,63.4,43.6,0.9,47.9,19.0,66.0,13.0,1012.0,0,0,1,0
5,1,5,2,6.0,0,47.5,34.0,0.8,51.5,18.0,58.0,7.0,1015.0,0,0,1,0
6,1,5,2,7.0,0,38.9,31.4,0.7,58.0,20.0,52.0,5.0,1019.0,1,0,0,0
0,0,5,2,12.0,0,63.9,48.9,0.9,61.7,22.0,44.0,5.0,1017.0,0,0,0,0
1,0,5,2,7.0,0,51.2,41.6,0.8,72.1,24.0,44.0,9.0,1016.0,0,0,0,0
2,0,5,2,13.0,0,65.9,50.4,0.9,58.6,25.0,44.0,8.0,1015.0,0,0,0,0
3,0,5,2,17.0,0,50.9,37.1,0.9,77.5,23.0,54.0,12.0,1016.0,0,0,0,0
4,0,5,2,6.0,0,55.8,40.1,0.7,71.3,23.0,42.0,10.0,1018.0,0,0,0,0
5,1,5,2,12.0,0,48.3,37.8,0.6,86.4,24.0,46.0,7.0,1019.0,0,0,0,0
6,1,5,2,13.0,0,31.1,27.4,0.6,99.8,25.0,43.0,7.0,1020.0,0,0,0,0
0,0,5,2,12.0,0,49.7,38.7,0.7,92.1,26.0,43.0,7.0,1016.0,0,0,0,0
1,0,5,2,10.0,0,40.1,33.1,0.7,92.8,26.0,41.0,8.0,1015.0,0,0,0,0
2,0,5,2,8.0,0,38.5,30.9,0.6,85.7,25.0,36.0,10.0,1018.0,0,0,0,0
3,0,6,3,9.0,0,41.5,32.6,0.6,81.0,25.0,39.0,7.0,1018.0,0,0,0,0
4,0,6,3,7.0,0,23.9,19.8,0.5,83.0,25.0,39.0,7.0,1017.0,0,0,0,0
5,1,6,3,13.0,0,27.3,21.8,0.6,72.0,25.0,47.0,8.0,1014.0,0,0,0,0
6,1,6,3,11.0,0,23.5,18.8,0.6,67.7,24.0,56.0,8.0,1011.0,0,0,0,0
0,0,6,3,10.0,0,58.2,38.8,0.8,47.9,21.0,66.0,12.0,1011.0,0,0,1,0
1,0,6,3,12.0,0,61.7,39.4,0.8,34.3,20.0,76.0,10.0,1008.0,0,0,1,0
2,0,6,3,3.0,0,63.3,43.6,0.8,48.5,21.0,52.0,6.0,1012.0,1,0,0,0
5,1,6,3,23.0,0,57.4,48.9,0.8,94.2,25.0,51.0,6.0,1016.0,0,0,0,0
6,1,6,3,25.0,1,37.9,32.1,0.7,117.4,26.0,47.0,8.0,1018.0,0,0,0,0
0,0,6,3,18.0,0,48.5,40.0,0.8,91.2,27.0,47.0,7.0,1015.0,0,0,0,0
1,0,6,3,14.0,0,62.3,48.5,0.9,106.7,28.0,45.0,7.0,1013.0,0,0,0,0
2,0,6,3,14.0,0,55.7,44.7,0.9,82.7,27.0,52.0,6.0,1013.0,0,0,1,0
3,0,6,3,23.0,0,51.5,38.3,0.9,68.6,25.0,73.0,7.0,1015.0,0,0,1,0
4,0,6,3,14.0,0,58.6,46.0,1.0,65.8,29.0,50.0,7.0,1014.0,0,0,0,0
5,1,6,3,11.0,0,48.2,37.2,0.8,88.0,28.0,41.0,10.0,1014.0,0,0,0,0
6,1,6,3,5.0,0,34.0,25.4,0.7,90.4,25.0,41.0,13.0,1019.0,0,0,0,0
0,0,6,3,7.0,0,54.4,41.4,0.8,90.4,26.0,39.0,8.0,1021.0,0,0,0,0
1,0,6,3,12.0,0,54.6,44.4,0.8,96.7,27.0,43.0,7.0,1017.0,0,0,0,0
2,0,6,3,6.0,0,46.2,38.0,0.7,89.7,28.0,40.0,8.0,1015.0,0,0,0,0
4,0,6,3,15.0,0,34.7,27.8,0.6,63.0,28.0,59.0,13.0,1015.0,0,0,0,0
5,1,6,3,23.0,0,29.9,24.7,0.5,73.0,29.0,57.0,8.0,1014.0,0,0,0,0
